id,price
0,-5.9091648299812505
1,-3248.1084667667533
2,-3766.764785861814
3,808.9860446464259
4,1838.0383989656343
5,-3313.0857691239953
6,-2430.3967806157734
7,-1496.6239531144965
8,-2100.5476361120786
9,-4610.451977409061
10,-2946.302267913766
11,2718.933232157358
12,-201.81202880999183
13,-1121.7602745200793
14,-848.3491716601561
15,1385.6592587013827
16,852.7567055435466
17,-788.4967896050462
18,-3591.9578110574776
19,2232.0482945611166
20,1633.682831554348
21,-2533.2504336721513
22,1249.3717432799244
23,2580.892187521067
24,-5073.110098349919
25,1795.3608209065865
26,3776.949536833946
27,2319.231264328754
28,-821.78729974914
29,2690.0987496813937
30,-7123.113325016648
31,3088.3306555417357
32,-737.5160297429156
33,2942.3287603122794
34,3051.382265650051
35,122.02775976432918
36,-1501.8322692863812
37,1374.2240082996561
38,-2025.452051453672
39,2184.2236820522176
40,3304.745071751
41,-3362.4216065906044
42,981.2710937662227
43,-1263.0043069096635
44,-3358.93554892188
45,-1447.1365628432545
46,340.75777901434117
47,2487.3069548169424
48,3283.8143898768813
49,-31.54401759246184
50,2454.764375007412
51,-1457.7327021913775
52,-3308.5155814483237
53,-3432.710096591416
54,-3641.5802318502238
55,824.024434403552
56,-5646.451049326299
57,-1604.761761685249
58,-1762.0141530755677
59,-43.04901349465251
60,327.9015767584864
61,3417.1875919790523
62,-5016.352702162295
63,2343.6481331929876
64,-3668.09336521766
65,-7001.304177034482
66,1483.4400529588238
67,-6377.756994828717
68,-4404.714085168589
69,-2397.0040300263604
70,3637.593272282326
71,3280.997043421876
72,1962.911259977348
73,1415.1797780329007
74,-1268.0066481359947
75,1225.5997956205435
76,-4483.1408220096455
77,-3834.1912897151888
78,-192.99406287256602
79,-687.6393167653089
80,-4274.978608193528
81,-343.3864416746378
82,-5494.533390790039
83,-2428.117274105561
84,1740.6434808917033
85,-2044.8356782170422
86,1802.0544699678715
87,-5266.448730811058
88,-6306.728286642493
89,-7205.920137364805
90,-3014.981712684326
