id,price
0,2907.0729171939165
1,5586.708509185263
2,9713.564891414142
3,4134.308155695612
4,1631.7591107781107
5,6174.650089438339
6,4978.911228771231
7,4146.565304778556
8,5609.250257908758
9,16043.726326645578
10,4359.292933483183
11,590.0728560883559
12,2627.9308576146072
13,1566.3425127788876
14,2483.849670440671
15,1090.0519957819954
16,1543.889546536797
17,4063.991002109001
18,4258.379852175603
19,829.6335807803312
20,2111.370268342768
21,5609.165196373072
22,4217.882461462514
23,538.1192740592741
24,15350.81619606211
25,1152.7053740148738
26,568.1151602825279
27,981.8936738816739
28,1586.0799282661783
29,792.7116000355853
30,11098.712711388034
31,538.5183474858474
32,4089.691972610723
33,666.5108450879186
34,611.6106180763679
35,2350.298293359419
36,6876.199207015206
37,2715.6830417360416
38,2813.4730512543006
39,715.4569900845889
40,490.2619198579199
41,9017.793271867022
42,805.7240829448331
43,1713.467267260518
44,10261.10157432845
45,2369.313097818848
46,959.5361050567077
47,600.2411283855035
48,1185.1284640359645
49,2801.155682942059
50,609.0382239565989
51,4641.369691780444
52,2933.1017943584184
53,7042.352140193143
54,5839.8292656232625
55,2131.278952922077
56,10058.658168081918
57,2347.565790459541
58,4340.338273948275
59,2517.210288939818
60,1242.0670701520703
61,491.1521892551893
62,7094.674408605284
63,871.0525412618431
64,8728.14562690088
65,16609.657463702963
66,821.4732193598885
67,12408.619943917196
68,5111.4048360805855
69,9511.760669080917
70,454.69612584964057
71,708.6939853017356
72,837.7998874181374
73,1265.9549184932719
74,5320.532063549974
75,1864.776507603508
76,8714.09933401321
77,14537.789448995445
78,2774.693919761524
79,6523.865985514484
80,11089.072966894219
81,2054.251422202797
82,15462.957090563032
83,6522.986383644131
84,871.322421897547
85,7554.5459495227005
86,1003.2733679653677
87,12245.546354736767
88,8750.070304334555
89,13644.660494005991
90,4938.581861971361
91,1227.1822928182926
92,977.1371389786684
93,759.036716783217
94,12776.337860583859
95,465.9430534694062
96,14505.049900016653
97,15601.979624375632
98,12849.344866217123
99,517.7073357639096
100,2395.8356063495316
101,522.9935951270951
102,591.8867498889998
103,454.11350591075586
104,1045.497158119658
105,1663.5981685226534
106,1290.5093720348286
107,670.4665567395568
108,1064.0580942276677
109,637.613249139749
110,552.7178348318346
111,968.4700841797095
112,1977.7984005161509
113,1657.0760041625044
114,1429.7071029713748
115,5196.768882106783
116,5199.932284354534
117,15718.895538877789
118,477.87745815295835
119,16502.432483452827
120,1330.1799592074592
121,1606.6915229346678
122,1074.5857092629592
123,495.3196398323899
124,588.1249831834832
125,1424.303934204684
