id,price
0,2952.2664068181816
1,5410.191708333333
2,10349.248827657231
3,4166.638197790396
4,1708.605677955541
5,6169.803881757356
6,4905.839649845939
7,4274.529096492195
8,5527.69518797314
9,16457.969554545456
10,4317.190270276287
11,586.1242534271285
12,3024.398
13,1632.8548490770036
14,2496.052067438928
15,1079.788716952627
16,1476.0442688963815
17,4100.4255363637985
18,4266.061622636277
19,816.9139741148873
20,2030.5118560329843
21,5246.519735819735
22,4377.428847895742
23,547.9645
24,15023.203903298334
25,1076.795
26,576.9210129410707
27,956.8885405482853
28,1629.4412027474473
29,814.608222021624
30,11094.486833333332
31,550.2215103174606
32,4019.311079367892
33,689.3754633092441
34,601.1987666666666
35,2355.634145127954
36,6802.729066666667
37,2520.7781666666665
38,2889.820957961556
39,707.7827086545174
40,501.4961309506399
41,9271.355276587301
42,853.6454836478009
43,1831.272
44,10350.592267496391
45,2390.4564283383284
46,982.832476863537
47,560.4904297619047
48,1194.269913919414
49,2884.7318744949494
50,596.1736454884751
51,4690.146555242701
52,2942.433310232165
53,6834.1525684214
54,5581.874774454387
55,2114.2218053030306
56,9502.9699
57,2383.495457154249
58,4478.908555701262
59,2550.0244753968254
60,1216.321631078277
61,490.935272197422
62,7228.480972113997
63,999.0618333333334
64,8904.423744788357
65,16988.29352236698
66,824.9908231117355
67,11781.29114047619
68,5202.680799194879
69,9504.1135
70,450.5492426256077
71,696.6830968488234
72,843.1815655228557
73,1153.19745
74,5357.671079168442
75,1858.709097146902
76,8573.806886045182
77,14700.734108296465
78,2764.9267868455504
79,6355.50028217655
80,11095.361477605456
81,2095.007850784278
82,15521.070154545456
83,6397.5128516776185
84,867.8222053999507
85,7520.709308333334
86,1020.1612952625482
87,12290.877000000002
88,8507.662590810025
89,14166.311466666666
90,4724.554436673625
91,1203.6373341269843
92,1022.067741386608
93,754.7189270934971
94,16225.463
95,448.185
96,14403.530353310602
97,15529.433649360104
98,13402.920194444445
99,470.3184482670108
100,2434.0376
101,531.8197764099885
102,582.8799258077279
103,461.1752797902234
104,990.135454761905
105,1642.5469272040657
106,1241.1609501422556
107,654.1588456347577
108,1012.5959329637958
109,667.8544368689353
110,544.9891079831933
111,968.2630203617749
112,1899.8231714285714
113,1677.0878861768085
114,1396.837109902159
115,5233.662800045979
116,5259.77788403115
117,15398.368050270852
118,463.46808754758297
119,16937.355622842613
120,1310.3558429653676
121,1645.5735221368545
122,1157.301509319651
123,474.9494277069881
124,599.2282461239214
125,1277.143
126,1116.65448438966
127,13517.882
128,5204.777814170177
129,5244.707688165267
130,6009.267805625584
131,3142.372
132,6824.57037857143
133,1029.0932666611295
134,3611.297
135,1001.4171356012595
136,581.8640196586176
137,7450.278892857143
138,497.93161010860484
139,4086.090151019479
140,760.154
141,969.2505853174605
142,3515.114647799423
143,3872.477666666667
144,696.5227742480581
145,6329.520076190477
146,15963.256807617514
147,5341.718578155305
148,2660.7482580459573
149,1903.7455065397564
150,2283.98975
151,1716.4681685415178
152,12393.657833333333
153,2869.9720761488506
154,609.5816648628114
155,13775.24310906913
156,3206.2065
157,2925.5607081546377
158,4029.9271557821367
159,835.7317923684708
160,7665.3905261904765
161,9639.642600000001
162,710.2032621500833
163,564.5653333333332
164,5608.599207840251
165,10914.808044913418
166,3260.7738171164024
167,4615.734083333334
168,3475.2986142857144
169,11795.285726515152
170,705.2198918773071
171,1623.870735755215
172,4888.379234859014
173,2063.9750555555556
174,6500.429295618398
175,1857.998440980577
176,4568.774177345167
177,3501.18775
178,2668.7831155863482
179,3400.271361904762
180,3693.909741914354
181,1544.2436666666667
182,843.930558343054
183,1674.3080973723102
184,779.1826234467416
185,4140.449649777159
186,947.0514330193444
187,796.2868710495966
188,499.67624084036294
189,1727.0675560839836
190,2183.2325
191,767.0820591906885
192,758.6173415208731
193,6481.339879480729
194,3642.1294620683734
195,2703.1468335497834
196,654.9815010967567
197,12789.721550869457
198,556.3534875629508
199,9337.951200000001
200,10376.0765
201,6196.130326945412
202,566.494
203,754.6434709603894
204,6482.788843624067
205,3861.4653582056835
206,616.905299731572
207,2939.3517275386394
208,893.6458796398467
209,8910.38184714501
210,2600.107467259765
211,6757.216818181819
212,11080.235487825572
213,431.68136666666663
214,1185.28
215,752.209
216,2669.3867210212497
217,2611.2138340878846
218,802.8014492063493
219,1379.496
220,2501.298
221,2091.446685851648
222,9059.018067399267
223,1041.4603921819205
224,1195.443371199246
225,4350.059528390436
226,3477.39
227,2075.8759478359175
228,6586.146079761905
229,1897.1587829444316
230,5132.703117393308
231,1452.5136517307833
232,1179.7266476190478
233,1582.2288366722448
234,891.7465065611883
235,8592.21394275955
236,1219.325904761905
237,901.8429799037057
238,4084.282533333333
239,8499.561
240,6207.088933333333
